2025-06-25 17:00:31,376 - WARNING - Could not connect to Arduino
2025-06-25 17:00:32,137 - INFO - Frame processed in 149.39ms, Faces detected: 0, Best name: None
2025-06-25 17:00:34,641 - INFO - Frame processed in 25.68ms, Faces detected: 1, Best name: None
2025-06-25 17:00:34,692 - INFO - Frame processed in 26.28ms, Faces detected: 1, Best name: None
2025-06-25 17:00:34,742 - INFO - Frame processed in 27.29ms, Faces detected: 1, Best name: None
2025-06-25 17:00:34,791 - INFO - Frame processed in 26.86ms, Faces detected: 1, Best name: None
2025-06-25 17:00:34,840 - INFO - Frame processed in 24.97ms, Faces detected: 1, Best name: None
2025-06-25 17:00:34,891 - INFO - Frame processed in 26.25ms, Faces detected: 1, Best name: None
2025-06-25 17:00:34,943 - INFO - Frame processed in 28.62ms, Faces detected: 1, Best name: None
2025-06-25 17:00:34,996 - INFO - Frame processed in 30.78ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,041 - INFO - Frame processed in 26.40ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,091 - INFO - Frame processed in 26.25ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,144 - INFO - Frame processed in 29.50ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,193 - INFO - Frame processed in 27.73ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,242 - INFO - Frame processed in 26.87ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,292 - INFO - Frame processed in 26.77ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,343 - INFO - Frame processed in 27.92ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,391 - INFO - Frame processed in 25.88ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,442 - INFO - Frame processed in 27.34ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,490 - INFO - Frame processed in 25.78ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,542 - INFO - Frame processed in 27.45ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,592 - INFO - Frame processed in 28.72ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,641 - INFO - Frame processed in 27.24ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,690 - INFO - Frame processed in 26.94ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,741 - INFO - Frame processed in 27.34ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,788 - INFO - Frame processed in 24.53ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,825 - INFO - Frame processed in 27.27ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,874 - INFO - Frame processed in 26.17ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,913 - INFO - Frame processed in 25.12ms, Faces detected: 1, Best name: None
2025-06-25 17:00:35,962 - INFO - Frame processed in 24.16ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,001 - INFO - Frame processed in 28.62ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,048 - INFO - Frame processed in 25.48ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,100 - INFO - Frame processed in 27.53ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,149 - INFO - Frame processed in 27.01ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,198 - INFO - Frame processed in 24.93ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,235 - INFO - Frame processed in 27.33ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,284 - INFO - Frame processed in 26.20ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,333 - INFO - Frame processed in 25.53ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,384 - INFO - Frame processed in 27.30ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,436 - INFO - Frame processed in 28.67ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,484 - INFO - Frame processed in 27.17ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,533 - INFO - Frame processed in 25.37ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,584 - INFO - Frame processed in 25.94ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,624 - INFO - Frame processed in 24.90ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,663 - INFO - Frame processed in 26.45ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,712 - INFO - Frame processed in 25.33ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,760 - INFO - Frame processed in 25.18ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,811 - INFO - Frame processed in 26.28ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,846 - INFO - Frame processed in 24.47ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,890 - INFO - Frame processed in 26.31ms, Faces detected: 1, Best name: None
2025-06-25 17:00:36,925 - INFO - Frame processed in 24.83ms, Faces detected: 0, Best name: None
2025-06-25 17:00:36,961 - INFO - Frame processed in 26.14ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,011 - INFO - Frame processed in 26.01ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,060 - INFO - Frame processed in 24.99ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,112 - INFO - Frame processed in 27.83ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,159 - INFO - Frame processed in 25.21ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,194 - INFO - Frame processed in 25.18ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,243 - INFO - Frame processed in 24.27ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,279 - INFO - Frame processed in 25.99ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,327 - INFO - Frame processed in 26.40ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,376 - INFO - Frame processed in 25.64ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,417 - INFO - Frame processed in 26.70ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,461 - INFO - Frame processed in 26.18ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,512 - INFO - Frame processed in 26.89ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,562 - INFO - Frame processed in 24.76ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,611 - INFO - Frame processed in 24.98ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,664 - INFO - Frame processed in 26.54ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,715 - INFO - Frame processed in 28.03ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,768 - INFO - Frame processed in 29.61ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,822 - INFO - Frame processed in 33.24ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,862 - INFO - Frame processed in 24.52ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,912 - INFO - Frame processed in 25.18ms, Faces detected: 0, Best name: None
2025-06-25 17:00:37,976 - INFO - Frame processed in 39.00ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,035 - INFO - Frame processed in 40.04ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,077 - INFO - Frame processed in 25.82ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,128 - INFO - Frame processed in 26.07ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,166 - INFO - Frame processed in 25.39ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,217 - INFO - Frame processed in 26.62ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,267 - INFO - Frame processed in 24.95ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,316 - INFO - Frame processed in 25.53ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,366 - INFO - Frame processed in 26.39ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,417 - INFO - Frame processed in 26.80ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,467 - INFO - Frame processed in 26.36ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,515 - INFO - Frame processed in 24.27ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,568 - INFO - Frame processed in 26.71ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,617 - INFO - Frame processed in 24.95ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,667 - INFO - Frame processed in 25.49ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,717 - INFO - Frame processed in 26.68ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,766 - INFO - Frame processed in 25.88ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,815 - INFO - Frame processed in 24.82ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,865 - INFO - Frame processed in 25.47ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,918 - INFO - Frame processed in 26.83ms, Faces detected: 0, Best name: None
2025-06-25 17:00:38,969 - INFO - Frame processed in 27.44ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,019 - INFO - Frame processed in 26.88ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,067 - INFO - Frame processed in 25.92ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,118 - INFO - Frame processed in 25.96ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,168 - INFO - Frame processed in 25.03ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,219 - INFO - Frame processed in 27.45ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,268 - INFO - Frame processed in 25.37ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,319 - INFO - Frame processed in 26.77ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,367 - INFO - Frame processed in 25.53ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,417 - INFO - Frame processed in 26.25ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,469 - INFO - Frame processed in 28.59ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,517 - INFO - Frame processed in 25.75ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,566 - INFO - Frame processed in 25.62ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,618 - INFO - Frame processed in 27.08ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,665 - INFO - Frame processed in 23.35ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,718 - INFO - Frame processed in 26.11ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,766 - INFO - Frame processed in 23.91ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,817 - INFO - Frame processed in 25.87ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,867 - INFO - Frame processed in 24.71ms, Faces detected: 0, Best name: None
2025-06-25 17:00:39,919 - INFO - Frame processed in 27.07ms, Faces detected: 1, Best name: None
2025-06-25 17:00:39,967 - INFO - Frame processed in 24.44ms, Faces detected: 0, Best name: None
2025-06-25 17:00:40,004 - INFO - Frame processed in 26.62ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,053 - INFO - Frame processed in 25.19ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,103 - INFO - Frame processed in 24.34ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,155 - INFO - Frame processed in 26.45ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,204 - INFO - Frame processed in 24.87ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,255 - INFO - Frame processed in 25.05ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,310 - INFO - Frame processed in 28.87ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,356 - INFO - Frame processed in 25.90ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,406 - INFO - Frame processed in 25.56ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,457 - INFO - Frame processed in 26.49ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,509 - INFO - Frame processed in 27.57ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,561 - INFO - Frame processed in 27.70ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,610 - INFO - Frame processed in 26.58ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,661 - INFO - Frame processed in 25.68ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,711 - INFO - Frame processed in 25.50ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,761 - INFO - Frame processed in 25.01ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,811 - INFO - Frame processed in 24.73ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,860 - INFO - Frame processed in 24.20ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,911 - INFO - Frame processed in 24.77ms, Faces detected: 1, Best name: None
2025-06-25 17:00:40,961 - INFO - Frame processed in 25.58ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,013 - INFO - Frame processed in 26.60ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,062 - INFO - Frame processed in 24.81ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,098 - INFO - Frame processed in 25.13ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,148 - INFO - Frame processed in 24.89ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,203 - INFO - Frame processed in 29.76ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,249 - INFO - Frame processed in 25.39ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,299 - INFO - Frame processed in 25.64ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,349 - INFO - Frame processed in 25.18ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,399 - INFO - Frame processed in 24.58ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,450 - INFO - Frame processed in 25.80ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,501 - INFO - Frame processed in 25.41ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,551 - INFO - Frame processed in 25.26ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,602 - INFO - Frame processed in 25.52ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,652 - INFO - Frame processed in 25.50ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,701 - INFO - Frame processed in 25.83ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,749 - INFO - Frame processed in 24.46ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,799 - INFO - Frame processed in 23.78ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,849 - INFO - Frame processed in 24.48ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,886 - INFO - Frame processed in 25.37ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,936 - INFO - Frame processed in 26.03ms, Faces detected: 1, Best name: None
2025-06-25 17:00:41,985 - INFO - Frame processed in 24.40ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,039 - INFO - Frame processed in 26.06ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,087 - INFO - Frame processed in 23.65ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,139 - INFO - Frame processed in 25.42ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,190 - INFO - Frame processed in 25.62ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,241 - INFO - Frame processed in 26.26ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,290 - INFO - Frame processed in 24.22ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,327 - INFO - Frame processed in 26.37ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,379 - INFO - Frame processed in 26.10ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,427 - INFO - Frame processed in 24.80ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,477 - INFO - Frame processed in 24.15ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,513 - INFO - Frame processed in 24.43ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,564 - INFO - Frame processed in 25.76ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,616 - INFO - Frame processed in 25.52ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,666 - INFO - Frame processed in 25.10ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,716 - INFO - Frame processed in 23.64ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,766 - INFO - Frame processed in 24.51ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,814 - INFO - Frame processed in 22.92ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,866 - INFO - Frame processed in 24.40ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,916 - INFO - Frame processed in 24.63ms, Faces detected: 1, Best name: None
2025-06-25 17:00:42,966 - INFO - Frame processed in 26.23ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,016 - INFO - Frame processed in 26.53ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,066 - INFO - Frame processed in 26.56ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,129 - INFO - Frame processed in 38.89ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,179 - INFO - Frame processed in 25.79ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,227 - INFO - Frame processed in 24.41ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,277 - INFO - Frame processed in 24.70ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,311 - INFO - Frame processed in 24.43ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,360 - INFO - Frame processed in 24.77ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,412 - INFO - Frame processed in 26.72ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,460 - INFO - Frame processed in 25.17ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,511 - INFO - Frame processed in 24.88ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,560 - INFO - Frame processed in 25.27ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,610 - INFO - Frame processed in 24.41ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,647 - INFO - Frame processed in 26.34ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,794 - INFO - Frame processed in 26.06ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,833 - INFO - Frame processed in 28.00ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,838 - INFO - Started capture for user: bhsrsry
2025-06-25 17:00:43,877 - INFO - Frame processed in 28.73ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,932 - INFO - Frame processed in 26.93ms, Faces detected: 1, Best name: None
2025-06-25 17:00:43,981 - INFO - Frame processed in 26.62ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,031 - INFO - Frame processed in 25.98ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,083 - INFO - Frame processed in 27.63ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,148 - INFO - Frame processed in 41.98ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,212 - INFO - Frame processed in 39.77ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,264 - INFO - Frame processed in 27.16ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,313 - INFO - Frame processed in 25.04ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,362 - INFO - Frame processed in 25.57ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,410 - INFO - Frame processed in 24.89ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,463 - INFO - Frame processed in 26.80ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,511 - INFO - Frame processed in 26.83ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,560 - INFO - Frame processed in 27.40ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,607 - INFO - Frame processed in 25.95ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,657 - INFO - Frame processed in 26.36ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,710 - INFO - Frame processed in 27.50ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,787 - INFO - Frame processed in 53.89ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,841 - INFO - Frame processed in 25.79ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,893 - INFO - Frame processed in 26.27ms, Faces detected: 1, Best name: None
2025-06-25 17:00:44,944 - INFO - Frame processed in 26.77ms, Faces detected: 1, Best name: None
2025-06-25 17:00:45,008 - INFO - Frame processed in 40.66ms, Faces detected: 1, Best name: None
2025-06-25 17:00:45,060 - INFO - Frame processed in 27.36ms, Faces detected: 1, Best name: None
2025-06-25 17:00:45,109 - INFO - Frame processed in 26.28ms, Faces detected: 1, Best name: None
2025-06-25 17:00:45,159 - INFO - Frame processed in 25.54ms, Faces detected: 1, Best name: None
2025-06-25 17:00:45,210 - INFO - Frame processed in 27.00ms, Faces detected: 1, Best name: None
2025-06-25 17:00:45,260 - INFO - Frame processed in 26.46ms, Faces detected: 1, Best name: None
2025-06-25 17:00:45,310 - INFO - Frame processed in 26.24ms, Faces detected: 1, Best name: None
2025-06-25 17:00:45,358 - INFO - Frame processed in 25.39ms, Faces detected: 1, Best name: None
2025-06-25 17:00:45,404 - INFO - Finishing capture for user: bhsrsry
2025-06-25 17:00:45,411 - ERROR - Error in update_video: module 'cv2' has no attribute 'face'
2025-06-25 17:01:01,512 - WARNING - Could not connect to Arduino
2025-06-25 17:01:02,217 - INFO - Frame processed in 141.18ms, Faces detected: 1, Best name: None
2025-06-25 17:01:02,281 - INFO - Frame processed in 27.10ms, Faces detected: 0, Best name: None
2025-06-25 17:01:02,328 - INFO - Frame processed in 25.33ms, Faces detected: 0, Best name: None
2025-06-25 17:01:02,365 - INFO - Frame processed in 24.38ms, Faces detected: 1, Best name: None
2025-06-25 17:01:02,401 - INFO - Frame processed in 25.25ms, Faces detected: 0, Best name: None
2025-06-25 17:01:02,436 - INFO - Frame processed in 24.82ms, Faces detected: 0, Best name: None
2025-06-25 17:01:02,472 - INFO - Frame processed in 25.26ms, Faces detected: 1, Best name: None
2025-06-25 17:01:02,508 - INFO - Frame processed in 26.12ms, Faces detected: 1, Best name: None
2025-06-25 17:01:02,545 - INFO - Frame processed in 26.15ms, Faces detected: 1, Best name: None
2025-06-25 17:01:02,580 - INFO - Frame processed in 25.52ms, Faces detected: 1, Best name: None
2025-06-25 17:01:02,614 - INFO - Frame processed in 23.90ms, Faces detected: 1, Best name: None
2025-06-25 17:01:02,651 - INFO - Frame processed in 26.83ms, Faces detected: 0, Best name: None
2025-06-25 17:01:02,688 - INFO - Frame processed in 26.42ms, Faces detected: 0, Best name: None
